Datetime;Resolution code;Offshore/onshore;Region;Grid connection type;Measured & upscaled;Most recent forecast;Most recent P10;Most recent P90;Day Ahead 11AM Forecast;Day Ahead 11AM P10;Day Ahead 11AM P90;Day-ahead 6PM forecast;Day-ahead 6PM P10;Day-ahead 6PM P90;Week-ahead forecast;Week-ahead P10;Week-ahead P90;Monitored capacity;Load factor;Decremental bid Indicator
28-03-22 13:15;0.00:15:00;Offshore;Federal;Elia;;141.57;0.1;858.1;;;;;;;141.57;0.1;858.1;2254.4;;0
28-03-22 13:00;0.00:15:00;Offshore;Federal;Elia;;148.86;0.1;851.04;;;;;;;148.86;0.1;851.04;2254.4;;0
28-03-22 12:45;0.00:15:00;Offshore;Federal;Elia;;162.69;0.1;844.64;;;;;;;162.69;0.1;844.64;2254.4;;0
28-03-22 12:30;0.00:15:00;Offshore;Federal;Elia;;159.33;0.1;829.34;;;;;;;159.33;0.1;829.34;2254.4;;0
28-03-22 12:15;0.00:15:00;Offshore;Federal;Elia;;148.35;0.1;788.1;;;;;;;148.35;0.1;788.1;2254.4;;0
28-03-22 12:00;0.00:15:00;Offshore;Federal;Elia;;144.38;0.1;819.03;;;;;;;144.38;0.1;819.03;2254.4;;0
28-03-22 11:45;0.00:15:00;Offshore;Federal;Elia;;142.98;0.1;819.82;;;;;;;142.98;0.1;819.82;2254.4;;0
28-03-22 11:30;0.00:15:00;Offshore;Federal;Elia;;146.89;0.1;802.87;;;;;;;146.89;0.1;802.87;2254.4;;0
28-03-22 11:15;0.00:15:00;Offshore;Federal;Elia;;164.29;0.1;786.15;;;;;;;164.29;0.1;786.15;2254.4;;0
28-03-22 11:00;0.00:15:00;Offshore;Federal;Elia;;164.78;0.1;769.67;;;;;;;164.78;0.1;769.67;2254.4;;0
28-03-22 10:45;0.00:15:00;Offshore;Federal;Elia;;147.64;0.1;753.41;;;;;;;147.64;0.1;753.41;2254.4;;0
28-03-22 10:30;0.00:15:00;Offshore;Federal;Elia;;137.72;0.1;736.38;;;;;;;137.72;0.1;736.38;2254.4;;0
28-03-22 10:15;0.00:15:00;Offshore;Federal;Elia;;139.66;0.1;720.6;;;;;;;139.66;0.1;720.6;2254.4;;0
28-03-22 10:00;0.00:15:00;Offshore;Federal;Elia;;131.95;0.1;705.04;;;;;;;131.95;0.1;705.04;2254.4;;0
28-03-22 09:45;0.00:15:00;Offshore;Federal;Elia;;126.91;0.1;688.63;;;;;;;126.91;0.1;688.63;2254.4;;0
28-03-22 09:30;0.00:15:00;Offshore;Federal;Elia;;125.72;0.1;673.55;;;;;;;125.72;0.1;673.55;2254.4;;0
28-03-22 09:15;0.00:15:00;Offshore;Federal;Elia;;135.25;0.1;658.68;;;;;;;135.25;0.1;658.68;2254.4;;0
28-03-22 09:00;0.00:15:00;Offshore;Federal;Elia;;139.58;0.1;649.92;;;;;;;139.58;0.1;649.92;2254.4;;0
28-03-22 08:45;0.00:15:00;Offshore;Federal;Elia;;153.87;0.1;648.23;;;;;;;153.87;0.1;648.23;2254.4;;0
28-03-22 08:30;0.00:15:00;Offshore;Federal;Elia;;168.21;0.1;684.21;;;;;;;168.21;0.1;684.21;2254.4;;0
28-03-22 08:15;0.00:15:00;Offshore;Federal;Elia;;159.02;0.1;723.6;;;;;;;159.02;0.1;723.6;2254.4;;0
28-03-22 08:00;0.00:15:00;Offshore;Federal;Elia;;144.72;0.1;762.25;;;;;;;144.72;0.1;762.25;2254.4;;0
28-03-22 07:45;0.00:15:00;Offshore;Federal;Elia;;161.67;0.1;781.45;;;;;;;161.67;0.1;781.45;2254.4;;0
28-03-22 07:30;0.00:15:00;Offshore;Federal;Elia;;172.36;0.1;784.27;;;;;;;172.36;0.1;784.27;2254.4;;0
28-03-22 07:15;0.00:15:00;Offshore;Federal;Elia;;183.47;0.1;757.41;;;;;;;183.47;0.1;757.41;2254.4;;0
28-03-22 07:00;0.00:15:00;Offshore;Federal;Elia;;195.03;0.1;719.67;;;;;;;195.03;0.1;719.67;2254.4;;0
28-03-22 06:45;0.00:15:00;Offshore;Federal;Elia;;200.34;0.1;684.21;;;;;;;200.34;0.1;684.21;2254.4;;0
28-03-22 06:30;0.00:15:00;Offshore;Federal;Elia;;185.26;0.1;648.95;;;;;;;185.26;0.1;648.95;2254.4;;0
28-03-22 06:15;0.00:15:00;Offshore;Federal;Elia;;161.07;0.1;615.85;;;;;;;161.07;0.1;615.85;2254.4;;0
28-03-22 06:00;0.00:15:00;Offshore;Federal;Elia;;165.38;0.1;595.08;;;;;;;165.38;0.1;595.08;2254.4;;0
28-03-22 05:45;0.00:15:00;Offshore;Federal;Elia;;180.97;0.1;589.21;;;;;;;180.97;0.1;589.21;2254.4;;0
28-03-22 05:30;0.00:15:00;Offshore;Federal;Elia;;185.25;0.1;590.05;;;;;;;185.25;0.1;590.05;2254.4;;0
28-03-22 05:15;0.00:15:00;Offshore;Federal;Elia;;181.26;0.1;611.08;;;;;;;181.26;0.1;611.08;2254.4;;0
28-03-22 05:00;0.00:15:00;Offshore;Federal;Elia;;186.63;0.1;632.89;;;;;;;186.63;0.1;632.89;2254.4;;0
28-03-22 04:45;0.00:15:00;Offshore;Federal;Elia;;188;0.1;655.2;;;;;;;188;0.1;655.2;2254.4;;0
28-03-22 04:30;0.00:15:00;Offshore;Federal;Elia;;186.37;0.1;669.8;;;;;;;186.37;0.1;669.8;2254.4;;0
28-03-22 04:15;0.00:15:00;Offshore;Federal;Elia;;191.22;0.1;640.13;;;;;;;191.22;0.1;640.13;2254.4;;0
28-03-22 04:00;0.00:15:00;Offshore;Federal;Elia;;193.44;0.1;611.72;;;;;;;193.44;0.1;611.72;2254.4;;0
28-03-22 03:45;0.00:15:00;Offshore;Federal;Elia;;202.59;0.1;628.34;;;;;;;202.59;0.1;628.34;2254.4;;0
28-03-22 03:30;0.00:15:00;Offshore;Federal;Elia;;220.19;0.1;662.84;;;;;;;220.19;0.1;662.84;2254.4;;0
28-03-22 03:15;0.00:15:00;Offshore;Federal;Elia;;237.29;0.1;698.53;;;;;;;237.29;0.1;698.53;2254.4;;0
28-03-22 03:00;0.00:15:00;Offshore;Federal;Elia;;249.36;0.1;737.62;;;;;;;249.36;0.1;737.62;2254.4;;0
28-03-22 02:45;0.00:15:00;Offshore;Federal;Elia;;247.67;0.1;775.89;;;;;;;247.67;0.1;775.89;2254.4;;0
28-03-22 02:30;0.00:15:00;Offshore;Federal;Elia;;232.14;0.1;815.42;;;;;;;232.14;0.1;815.42;2254.4;;0
28-03-22 02:15;0.00:15:00;Offshore;Federal;Elia;;219.54;0.1;856.85;;;;;;;219.54;0.1;856.85;2254.4;;0
28-03-22 02:00;0.00:15:00;Offshore;Federal;Elia;;228.42;0.1;895.35;;;;;;;228.42;0.1;895.35;2254.4;;0
28-03-22 01:45;0.00:15:00;Offshore;Federal;Elia;;242.49;0.1;849.86;;;;;;;242.49;0.1;849.86;2254.4;;0
28-03-22 01:30;0.00:15:00;Offshore;Federal;Elia;;246.64;0.1;803.08;;;;;;;246.64;0.1;803.08;2254.4;;0
28-03-22 01:15;0.00:15:00;Offshore;Federal;Elia;;242.07;0.1;786.73;;;;;;;242.07;0.1;786.73;2254.4;;0
28-03-22 01:00;0.00:15:00;Offshore;Federal;Elia;;235.08;0.1;724.95;;;;;;;235.08;0.1;724.95;2254.4;;0
28-03-22 00:45;0.00:15:00;Offshore;Federal;Elia;;231.53;0.1;734.89;;;;;;;231.53;0.1;734.89;2254.4;;0
28-03-22 00:30;0.00:15:00;Offshore;Federal;Elia;;218.4;0.1;753.12;;;;;;;218.4;0.1;753.12;2254.4;;0
28-03-22 00:15;0.00:15:00;Offshore;Federal;Elia;;202.15;0.1;771.63;;;;;;;202.15;0.1;771.63;2254.4;;0
28-03-22 00:00;0.00:15:00;Offshore;Federal;Elia;;205.32;0.1;790.44;;;;;;;205.32;0.1;790.44;2254.4;;0
27-03-22 23:45;0.00:15:00;Offshore;Federal;Elia;;214.64;0.1;809.55;;;;;;;440.2;66;1318.74;2254.4;;0
27-03-22 23:30;0.00:15:00;Offshore;Federal;Elia;;223.06;0.1;836.31;;;;;;;452.73;65.6;1352.89;2254.4;;0
27-03-22 23:15;0.00:15:00;Offshore;Federal;Elia;;234.96;0.1;868.73;;;;;;;465.15;65.02;1364.8;2254.4;;0
27-03-22 23:00;0.00:15:00;Offshore;Federal;Elia;;243.88;0.1;876.63;;;;;;;475.03;63.93;1399.55;2254.4;;0
27-03-22 22:45;0.00:15:00;Offshore;Federal;Elia;;242.91;0.57;903.54;;;;;;;482.41;62.86;1407.85;2254.4;;0
27-03-22 22:30;0.00:15:00;Offshore;Federal;Elia;;231.19;1.11;931.81;;;;;;;485.62;61.8;1409.58;2254.4;;0
27-03-22 22:15;0.00:15:00;Offshore;Federal;Elia;;242.32;0.57;966.14;;;;;;;482.09;60.76;1379.83;2254.4;;0
27-03-22 22:00;0.00:15:00;Offshore;Federal;Elia;;233.49;0.1;1002.58;;;;;;;488.74;59.73;1400.97;2254.4;;0
27-03-22 21:45;0.00:15:00;Offshore;Federal;Elia;;216.2;0.1;1031.65;;;;;;;507.92;58.72;1419.91;2254.4;;0
27-03-22 21:30;0.00:15:00;Offshore;Federal;Elia;;200.44;0.1;1060.15;;;;;;;506.58;43.94;1453.18;2254.4;;0
27-03-22 21:15;0.00:15:00;Offshore;Federal;Elia;;189.6;0.1;1088.45;;;;;;;503.26;43.34;1479.59;2254.4;;0
27-03-22 21:00;0.00:15:00;Offshore;Federal;Elia;;182.89;0.1;1117.65;;;;;;;526.41;42.75;1480.1;2254.4;;0
27-03-22 20:45;0.00:15:00;Offshore;Federal;Elia;;180.19;0.1;1141.15;;;;;;;554.8;42.17;1499.14;2254.4;;0
27-03-22 20:30;0.00:15:00;Offshore;Federal;Elia;;169.91;0.1;1150.28;;;;;;;571.86;46.4;1531.89;2254.4;;0
27-03-22 20:15;0.00:15:00;Offshore;Federal;Elia;;164.37;0.1;1170.67;;;;;;;566.71;43.29;1538.56;2254.4;;0
27-03-22 20:00;0.00:15:00;Offshore;Federal;Elia;;150.64;0.1;1201.15;;;;;;;557.25;32.8;1576.15;2254.4;;0
27-03-22 19:45;0.00:15:00;Offshore;Federal;Elia;;160.57;0.1;1156.77;;;;;;;540.03;34.07;1535.11;2254.4;;0
27-03-22 19:30;0.00:15:00;Offshore;Federal;Elia;;163.67;0.1;1121.4;;;;;;;520.68;36.26;1515.49;2254.4;;0
27-03-22 19:15;0.00:15:00;Offshore;Federal;Elia;;166.8;0.1;1097.15;;;;;;;512.33;38.53;1468.8;2254.4;;0
27-03-22 19:00;0.00:15:00;Offshore;Federal;Elia;;169.98;0.1;1067.06;;;;;;;503.79;45.76;1438.81;2254.4;;0
27-03-22 18:45;0.00:15:00;Offshore;Federal;Elia;;173.18;0.1;1048.68;;;;;;;485.25;46.92;1388.16;2254.4;;0
27-03-22 18:30;0.00:15:00;Offshore;Federal;Elia;;176.42;0.1;1026.11;;;;;;;469.68;41.85;1365.22;2254.4;;0
27-03-22 18:15;0.00:15:00;Offshore;Federal;Elia;;173.02;0.1;997.95;;;;;;;453.22;64.81;1311.12;2254.4;;0
27-03-22 18:00;0.00:15:00;Offshore;Federal;Elia;;156.67;0.1;966.55;;;;;;;437.58;50.51;1260.21;2254.4;;0
27-03-22 17:45;0.00:15:00;Offshore;Federal;Elia;;138.78;0.1;934.71;;;;;;;414.75;51.93;1208.08;2254.4;;0
27-03-22 17:30;0.00:15:00;Offshore;Federal;Elia;;125.02;0.1;903.57;;;;;;;397.75;66.96;1192.66;2254.4;;0
27-03-22 17:15;0.00:15:00;Offshore;Federal;Elia;;107.78;0.1;873.13;;;;;;;391.96;57.26;1167.72;2254.4;;0
27-03-22 17:00;0.00:15:00;Offshore;Federal;Elia;;89.77;0.1;857.99;;;;;;;378.02;38.49;1143.14;2254.4;;0
27-03-22 16:45;0.00:15:00;Offshore;Federal;Elia;;89.7;0.1;837.22;;;;;;;361.68;34.11;1118.98;2254.4;;0
27-03-22 16:30;0.00:15:00;Offshore;Federal;Elia;;89.63;0.1;814.21;;;;;;;343.95;29.98;1091.86;2254.4;;0
27-03-22 16:15;0.00:15:00;Offshore;Federal;Elia;;89.56;0.1;800.88;;;;;;;333.41;16.64;1050.46;2254.4;;0
27-03-22 16:00;0.00:15:00;Offshore;Federal;Elia;;89.5;0.1;794.78;;;;;;;324.39;9.91;1014.74;2254.4;;0
27-03-22 15:45;0.00:15:00;Offshore;Federal;Elia;;89.43;0.1;790.51;;;;;;;318.25;8.25;996.39;2254.4;;0
27-03-22 15:30;0.00:15:00;Offshore;Federal;Elia;;89.36;0.1;786.26;;;;;;;307.27;6.7;981.41;2254.4;;0
27-03-22 15:15;0.00:15:00;Offshore;Federal;Elia;;89.3;0.1;782.02;;;;;;;300.85;3.63;974.85;2254.4;;0
27-03-22 15:00;0.00:15:00;Offshore;Federal;Elia;;89.24;0.1;777.81;;;;;;;296.65;1.5;958.11;2254.4;;0
27-03-22 14:45;0.00:15:00;Offshore;Federal;Elia;;89.17;0.1;773.61;;;;;;;287.8;1.35;938.99;2254.4;;0
27-03-22 14:30;0.00:15:00;Offshore;Federal;Elia;;89.65;0.1;749.89;;;;;;;275.32;1.2;924.6;2254.4;;0
27-03-22 14:15;0.00:15:00;Offshore;Federal;Elia;;86.16;0.1;715.51;;;;;;;263.1;1.05;910.5;2254.4;;0
27-03-22 14:00;0.00:15:00;Offshore;Federal;Elia;;83.96;0.1;709.09;;;;;;;253.98;0.1;896.72;2254.4;;0
27-03-22 13:45;0.00:15:00;Offshore;Federal;Elia;;84.67;0.1;719.2;;;;;;;253.69;0.1;885.4;2254.4;;0
27-03-22 13:30;0.00:15:00;Offshore;Federal;Elia;;85.94;0.1;725.77;;;;;;;263.65;0.1;889.24;2254.4;;0
27-03-22 13:15;0.00:15:00;Offshore;Federal;Elia;;84.97;0.1;690.4;;;;;;;274.31;1.06;880.25;2254.4;;0
27-03-22 13:00;0.00:15:00;Offshore;Federal;Elia;;81.38;0.1;646.67;;;;;;;274.99;1.14;889.95;2254.4;;0
27-03-22 12:45;0.00:15:00;Offshore;Federal;Elia;;82.67;0.1;632.47;;;;;;;292.34;1.22;899.99;2254.4;;0
27-03-22 12:30;0.00:15:00;Offshore;Federal;Elia;;84.45;0.1;673.29;;;;;;;310.96;1.31;911.32;2254.4;;0
27-03-22 12:15;0.00:15:00;Offshore;Federal;Elia;;86.25;0.1;714.74;;;;;;;325.38;1.41;917.27;2254.4;;0
27-03-22 12:00;0.00:15:00;Offshore;Federal;Elia;;88.07;0.1;749.79;;;;;;;336.88;1.56;927.5;2254.4;;0
27-03-22 11:45;0.00:15:00;Offshore;Federal;Elia;;89.9;0.1;773.9;;;;;;;348.18;3.99;945.08;2254.4;;0
27-03-22 11:30;0.00:15:00;Offshore;Federal;Elia;;91.67;0.1;780.81;;;;;;;336.44;7.44;965.56;2254.4;;0
27-03-22 11:15;0.00:15:00;Offshore;Federal;Elia;;93.46;0.1;787.77;;;;;;;334.24;7.78;1009.51;2254.4;;0
27-03-22 11:00;0.00:15:00;Offshore;Federal;Elia;;99.65;0.1;792.01;;;;;;;337.56;8.14;1038.25;2254.4;;0
27-03-22 10:45;0.00:15:00;Offshore;Federal;Elia;;109.02;0.1;783.75;;;;;;;340.91;8.4;1045.09;2254.4;;0
27-03-22 10:30;0.00:15:00;Offshore;Federal;Elia;;112.02;0.1;772.57;;;;;;;352.4;9.14;1048.17;2254.4;;0
27-03-22 10:15;0.00:15:00;Offshore;Federal;Elia;;116.08;0.1;761.17;;;;;;;366.08;10.18;1049.71;2254.4;;0
27-03-22 10:00;0.00:15:00;Offshore;Federal;Elia;;117.73;0.1;765.75;;;;;;;388.64;11.25;1054.27;2254.4;;0
27-03-22 09:45;0.00:15:00;Offshore;Federal;Elia;;118.89;0.1;781.14;;;;;;;408.79;27.52;1066.55;2254.4;;0
27-03-22 09:30;0.00:15:00;Offshore;Federal;Elia;;125.03;0.1;796.82;;;;;;;432.66;29.89;1080.28;2254.4;;0
27-03-22 09:15;0.00:15:00;Offshore;Federal;Elia;;134.04;0.1;812.79;;;;;;;457.93;32.36;1113.75;2254.4;;0
27-03-22 09:00;0.00:15:00;Offshore;Federal;Elia;;139.52;0.1;828.2;;;;;;;478.67;32.85;1182.42;2254.4;;0
27-03-22 08:45;0.00:15:00;Offshore;Federal;Elia;;142.91;0.1;832.51;;;;;;;500.17;16.79;1258.66;2254.4;;0
27-03-22 08:30;0.00:15:00;Offshore;Federal;Elia;;142.86;0.1;835.94;;;;;;;514.89;18.33;1333.03;2254.4;;0
27-03-22 08:15;0.00:15:00;Offshore;Federal;Elia;;142.81;0.1;833.13;;;;;;;526.75;20.53;1403.34;2254.4;;0
27-03-22 08:00;0.00:15:00;Offshore;Federal;Elia;;143.26;0.1;830.94;;;;;;;530.64;27.85;1493.11;2254.4;;0
27-03-22 07:45;0.00:15:00;Offshore;Federal;Elia;;156.24;0.1;847.76;;;;;;;561.67;28.07;1450.56;2254.4;;0
27-03-22 07:30;0.00:15:00;Offshore;Federal;Elia;;172.88;0.1;861.09;;;;;;;581.79;22.94;1454.89;2254.4;;0
27-03-22 07:15;0.00:15:00;Offshore;Federal;Elia;;181.83;0.1;871.41;;;;;;;573.4;21.87;1460.89;2254.4;;0
27-03-22 07:00;0.00:15:00;Offshore;Federal;Elia;;195.13;0.1;881.11;;;;;;;582.31;20.83;1466.53;2254.4;;0
27-03-22 06:45;0.00:15:00;Offshore;Federal;Elia;;203.03;0.1;890.89;;;;;;;606.96;10.27;1471.81;2254.4;;0
27-03-22 06:30;0.00:15:00;Offshore;Federal;Elia;;215.96;0.1;900.73;;;;;;;621.71;9.64;1471.96;2254.4;;0
27-03-22 06:15;0.00:15:00;Offshore;Federal;Elia;;231.49;1.17;910.65;;;;;;;635.28;10.02;1471.85;2254.4;;0
27-03-22 06:00;0.00:15:00;Offshore;Federal;Elia;;244.29;1.34;920.64;;;;;;;644.24;21.3;1471.74;2254.4;;0
27-03-22 05:45;0.00:15:00;Offshore;Federal;Elia;;258.14;1.49;930.7;;;;;;;653.28;23.06;1471.64;2254.4;;0
27-03-22 05:30;0.00:15:00;Offshore;Federal;Elia;;275.72;3.65;940.83;;;;;;;662.4;30.05;1471.53;2254.4;;0
27-03-22 05:15;0.00:15:00;Offshore;Federal;Elia;;293.47;6.1;957.46;;;;;;;671.61;31.63;1471.43;2254.4;;0
27-03-22 05:00;0.00:15:00;Offshore;Federal;Elia;;313.52;6.06;987.21;;;;;;;682.76;32.85;1471.32;2254.4;;0
27-03-22 04:45;0.00:15:00;Offshore;Federal;Elia;;329.27;3.88;1018.5;;;;;;;698.6;34.12;1471.22;2254.4;;0
27-03-22 04:30;0.00:15:00;Offshore;Federal;Elia;;344.88;6.51;1039.02;;;;;;;721.47;36.96;1470.55;2254.4;;0
27-03-22 04:15;0.00:15:00;Offshore;Federal;Elia;;353.18;7.66;1037.52;;;;;;;745.93;36.49;1471.02;2254.4;;0
27-03-22 04:00;0.00:15:00;Offshore;Federal;Elia;;369.53;9.01;1037.49;;;;;;;764.52;35.57;1470.92;2254.4;;0
27-03-22 03:45;0.00:15:00;Offshore;Federal;Elia;;387.47;10;1047.33;;;;;;;766.48;35;1470.82;2254.4;;0
27-03-22 03:30;0.00:15:00;Offshore;Federal;Elia;;408.21;10.55;1057.23;;;;;;;805.04;34.88;1476.99;2254.4;;0
27-03-22 03:15;0.00:15:00;Offshore;Federal;Elia;;426.59;10.7;1067.19;;;;;;;844.97;34.77;1477.19;2254.4;;0
27-03-22 03:00;0.00:15:00;Offshore;Federal;Elia;;444.08;17.21;1086.94;;;;;;;867.34;34.66;1489.16;2254.4;;0
27-03-22 01:45;0.00:15:00;Offshore;Federal;Elia;;463.76;17.56;1108.5;;;;;;;893.63;34.54;1486.85;2254.4;;0
27-03-22 01:30;0.00:15:00;Offshore;Federal;Elia;;484.5;16.06;1116.11;;;;;;;919.12;34.43;1520.71;2254.4;;0
27-03-22 01:15;0.00:15:00;Offshore;Federal;Elia;;507.02;14.68;1123.75;;;;;;;922.15;34.43;1551.22;2254.4;;0
27-03-22 01:00;0.00:15:00;Offshore;Federal;Elia;;534.13;9.61;1131.43;;;;;;;947.21;35.83;1586.34;2254.4;;0
27-03-22 00:45;0.00:15:00;Offshore;Federal;Elia;;570.87;10.25;1132.97;;;;;;;967.6;54.2;1588.87;2254.4;;0
27-03-22 00:30;0.00:15:00;Offshore;Federal;Elia;;600.07;10.91;1135.68;;;;;;;981.46;62.51;1571.23;2254.4;;0
27-03-22 00:15;0.00:15:00;Offshore;Federal;Elia;;616.54;27.87;1159.91;;;;;;;1001.73;76.35;1555.72;2254.4;;0
27-03-22 00:00;0.00:15:00;Offshore;Federal;Elia;;657.54;32.11;1187.31;;;;;;;1013.72;86.47;1537.81;2254.4;;0
26-03-22 23:45;0.00:15:00;Offshore;Federal;Elia;;678.47;36.63;1226.98;;;;;;;810.98;253.18;1554.07;2254.4;;0
26-03-22 23:30;0.00:15:00;Offshore;Federal;Elia;;690.9;38.73;1269;;;;;;;823.48;276.32;1571.58;2254.4;;0
26-03-22 23:15;0.00:15:00;Offshore;Federal;Elia;;668.1;38.51;1308.71;;;;;;;831.33;306.37;1553.44;2254.4;;0
26-03-22 23:00;0.00:15:00;Offshore;Federal;Elia;;674.56;40.58;1350.64;;;;;;;842.9;315.5;1554.92;2254.4;;0
26-03-22 22:45;0.00:15:00;Offshore;Federal;Elia;;687.54;59.33;1372.26;;;;;;;854.93;314.93;1554.73;2254.4;;0
26-03-22 22:30;0.00:15:00;Offshore;Federal;Elia;;700.85;70.36;1408.24;;;;;;;867.98;304.4;1572.43;2254.4;;0
26-03-22 22:15;0.00:15:00;Offshore;Federal;Elia;;716.43;84.96;1449.48;;;;;;;889.8;302.72;1600.53;2254.4;;0
26-03-22 22:00;0.00:15:00;Offshore;Federal;Elia;;730.11;108.51;1489.4;;;;;;;917.71;301.89;1609.79;2254.4;;0
26-03-22 21:45;0.00:15:00;Offshore;Federal;Elia;;737.69;115.79;1494.55;;;;;;;931.46;304.24;1635.79;2254.4;;0
26-03-22 21:30;0.00:15:00;Offshore;Federal;Elia;;770.58;123.13;1528.64;;;;;;;948.67;305.25;1651.15;2254.4;;0
26-03-22 21:15;0.00:15:00;Offshore;Federal;Elia;;812.61;123.74;1571.21;;;;;;;966.64;293.45;1663.82;2254.4;;0
26-03-22 21:00;0.00:15:00;Offshore;Federal;Elia;;833.66;124.36;1559.29;;;;;;;985.53;274.76;1677.21;2254.4;;0
26-03-22 20:45;0.00:15:00;Offshore;Federal;Elia;;771.97;126.29;1569.75;;;;;;;1008.94;259.32;1673.47;2254.4;;0
26-03-22 20:30;0.00:15:00;Offshore;Federal;Elia;;787.04;120.61;1612.14;;;;;;;1030.6;244.44;1691.23;2254.4;;0
26-03-22 20:15;0.00:15:00;Offshore;Federal;Elia;;786.82;124.81;1636.03;;;;;;;1049.95;230.09;1696.17;2254.4;;0
26-03-22 20:00;0.00:15:00;Offshore;Federal;Elia;;789.26;119.01;1658.85;;;;;;;1072.27;210.7;1761.62;2254.4;;0
26-03-22 19:45;0.00:15:00;Offshore;Federal;Elia;;812.65;122.44;1666.69;;;;;;;1100.42;197.72;1775.02;2254.4;;0
26-03-22 19:30;0.00:15:00;Offshore;Federal;Elia;;836.5;125.59;1740.51;;;;;;;1116.84;185.24;1773.02;2254.4;;0
26-03-22 19:15;0.00:15:00;Offshore;Federal;Elia;;857.28;132.04;1780.84;;;;;;;1134.58;173.25;1796.69;2254.4;;0
26-03-22 19:00;0.00:15:00;Offshore;Federal;Elia;;882.57;132.73;1780.78;;;;;;;1152.69;161.73;1839.16;2254.4;;0
26-03-22 18:45;0.00:15:00;Offshore;Federal;Elia;;869.19;115.65;1779.34;;;;;;;1103.54;151.79;1781.28;2254.4;;0
26-03-22 18:30;0.00:15:00;Offshore;Federal;Elia;;855.97;102.69;1743.97;;;;;;;1075.01;152.9;1787.01;2254.4;;0
26-03-22 18:15;0.00:15:00;Offshore;Federal;Elia;;843.31;86.21;1721.82;;;;;;;1055.32;158.76;1707.03;2254.4;;0
26-03-22 18:00;0.00:15:00;Offshore;Federal;Elia;;822.31;68.9;1625.67;;;;;;;1036.51;164.74;1669.52;2254.4;;0
26-03-22 17:45;0.00:15:00;Offshore;Federal;Elia;;801.67;59.52;1601.27;;;;;;;1015.38;174.07;1653.99;2254.4;;0
26-03-22 17:30;0.00:15:00;Offshore;Federal;Elia;;781.37;41.67;1556.05;;;;;;;992.77;180.42;1634.3;2254.4;;0
26-03-22 17:15;0.00:15:00;Offshore;Federal;Elia;;761.43;22.44;1512.34;;;;;;;955.29;186.92;1597.08;2254.4;;0
26-03-22 17:00;0.00:15:00;Offshore;Federal;Elia;;741.82;18.78;1475.21;;;;;;;932.75;196.87;1558.55;2254.4;;0
26-03-22 16:45;0.00:15:00;Offshore;Federal;Elia;;721.56;15.47;1405.1;;;;;;;899.86;201.41;1516.33;2254.4;;0
26-03-22 16:30;0.00:15:00;Offshore;Federal;Elia;;702.66;9.63;1364.26;;;;;;;872.71;190.58;1491.09;2254.4;;0
26-03-22 16:15;0.00:15:00;Offshore;Federal;Elia;;683.02;9.43;1367.54;;;;;;;848.23;168.43;1463.75;2254.4;;0
26-03-22 16:00;0.00:15:00;Offshore;Federal;Elia;;662.35;9.24;1363.81;;;;;;;824.19;141.33;1446.11;2254.4;;0
26-03-22 15:45;0.00:15:00;Offshore;Federal;Elia;;608.37;8.24;1324.05;;;;;;;800.6;123.08;1441.17;2254.4;;0
26-03-22 15:30;0.00:15:00;Offshore;Federal;Elia;;562.44;8.33;1254.04;;;;;;;776.88;99.6;1415.96;2254.4;;0
26-03-22 15:15;0.00:15:00;Offshore;Federal;Elia;;554.31;8.84;1170.65;;;;;;;736.31;90.87;1376.12;2254.4;;0
26-03-22 15:00;0.00:15:00;Offshore;Federal;Elia;;524.8;7.58;1093.67;;;;;;;661.82;88.72;1344.04;2254.4;;0
26-03-22 14:45;0.00:15:00;Offshore;Federal;Elia;;467.46;4.12;1040.47;;;;;;;643.54;82.3;1295.03;2254.4;;0
26-03-22 14:30;0.00:15:00;Offshore;Federal;Elia;;415.74;3.48;1003.24;;;;;;;636.07;80.29;1268.18;2254.4;;0
26-03-22 14:15;0.00:15:00;Offshore;Federal;Elia;;364.76;1.38;970.51;;;;;;;627.72;78.3;1233.98;2254.4;;0
26-03-22 14:00;0.00:15:00;Offshore;Federal;Elia;;321.9;1.3;945.31;;;;;;;612.9;76.34;1211.29;2254.4;;0
26-03-22 13:45;0.00:15:00;Offshore;Federal;Elia;;323.23;1.27;932.39;;;;;;;595.74;72.24;1178;2254.4;;0
26-03-22 13:30;0.00:15:00;Offshore;Federal;Elia;;330.28;0.6;899.16;;;;;;;574.41;65.76;1145.32;2254.4;;0
26-03-22 13:15;0.00:15:00;Offshore;Federal;Elia;;337.44;0.1;842.45;;;;;;;546.95;39.81;1113.24;2254.4;;0
26-03-22 13:00;0.00:15:00;Offshore;Federal;Elia;;344.69;0.1;809.58;;;;;;;523.41;33.11;1088.37;2254.4;;0
26-03-22 12:45;0.00:15:00;Offshore;Federal;Elia;;356.41;0.1;785.32;;;;;;;526.3;36.59;1090.46;2254.4;;0
26-03-22 12:30;0.00:15:00;Offshore;Federal;Elia;;368.39;0.1;797.21;;;;;;;529.23;54.26;1099.21;2254.4;;0
26-03-22 12:15;0.00:15:00;Offshore;Federal;Elia;;383.81;0.1;804.05;;;;;;;530.81;57.21;1109.67;2254.4;;0
26-03-22 12:00;0.00:15:00;Offshore;Federal;Elia;;393.91;0.1;793.67;;;;;;;546.77;60.24;1123.66;2254.4;;0
